subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation RightOrLeft
lala 19 0.3 first first 24 1 650 6.6 6.474749 0.400057554244995 1 0 1 0
lala 18 0.01875 second first 28 1 651 6.6 5.499751 0.400057554244995 2 0 -1 0
lala 23 0.075 first first 9 1 652 6.6 6.002999 1.08895564079285 -0.25 1 1 0
lala 16 0.15 second first 8 1 653 6.6 5.180999 0.18894362449646 -0.25 0 -1 1
lala 17 0.00234375 second second 18 1 654 8 6.069844 1.0778443813324 0.25 0 1 0
lala 23 0.0375 first second 21 1 655 6.6 5.693625 0.411168813705444 0.5 1 -1 1
lala 11 0.3 second second 17 1 656 6.6 5.178001 1.1000669002533 0.25 1 1 1
lala 21 0.009375 second first 1 1 657 6.6 5.524876 0.555615186691284 -1 1 -1 0
lala 25 0.009375 second first 30 1 658 8 5.645625 0.388946294784546 2 0 -1 0
lala 20 0.6 second first 24 1 659 6.6 5.874749 0.177832365036011 1 0 -1 1
lala 15 0.6 second second 23 1 660 8 6.140002 0.18894362449646 0.5 1 1 1
lala 16 0.6 second second 23 1 661 8 5.540002 2.81120109558105 0.5 1 1 1
lala 12 0.15 first second 17 1 662 6.6 5.028001 0.200054883956909 0.25 1 -1 0
lala 27 0.0375 second first 15 1 663 8 5.596251 0.266722440719604 0 1 -1 1
lala 19 0.01875 first second 28 1 664 6.6 5.518501 1.32229208946228 2 0 -1 1
lala 24 0.15 second first 9 1 665 6.6 5.852999 1.14451193809509 -0.25 1 -1 1
lala 22 0.0375 first second 29 1 666 6.6 5.103 0.422280073165894 2 1 -1 0
lala 22 0.01875 second first 1 1 668 6.6 5.543626 0.511170148849487 -1 1 -1 0
lala 19 0.15 second first 13 1 669 6.6 5.253 0.588948965072632 0 1 -1 0
lala 26 0.01875 second first 30 1 670 8 5.664375 0.433391332626343 2 0 -1 1
lala 22 0.01875 first second 20 1 671 6.6 5.199749 4.21121978759766 0.5 0 -1 0
lala 20 0.075 second first 27 1 672 8 5.165001 0.61117148399353 1 1 -1 1
lala 23 0.01875 second first 29 1 673 6.6 5.12175 1.12228941917419 2 1 -1 0
lala 16 0.6 second first 11 1 674 8 6.065001 0.822285413742065 -0.25 1 -1 0
lala 17 1.2 second first 11 1 675 8 7.265001 0.322278738021851 -0.25 1 -1 1
lala 24 0.01875 first second 21 1 676 6.6 5.712376 0.500058889389038 0.5 1 -1 1
lala 21 0.075 second first 27 1 677 8 5.240001 0.100053548812866 1 1 -1 0
lala 19 0.0375 second first 19 1 678 8 5.840001 0.266722440719604 0.25 1 -1 1
lala 24 0.075 second first 16 1 679 6.6 5.556 57.160108089447 0.25 0 -1 0
lala 20 0.15 second second 14 1 680 8 5.373749 1.84452152252197 0 0 1 1
lala 13 0.075 second first 17 1 681 6.6 5.103001 0.0778310298919678 0.25 1 -1 1
lala 20 0.0375 second second 19 1 682 8 5.877501 0.222277402877808 0.25 1 1 0
lala 14 0.075 first first 17 1 683 6.6 5.178 0.511170148849487 0.25 1 1 0
lala 18 0.0046875 second second 26 1 684 8 5.828438 0.155609846115112 1 0 1 0
lala 23 0.0375 first second 1 1 685 6.6 5.581126 0.211166143417358 -1 1 -1 1
lala 18 0.00234375 second first 18 1 686 8 6.067501 0.211166143417358 0.25 0 -1 0
lala 17 0.6 second first 23 1 687 8 4.940002 0.444502592086792 0.5 1 -1 1
lala 25 0.075 first first 9 1 689 6.6 5.927999 0.744506597518921 -0.25 1 1 1
lala 25 0.01875 second first 21 1 690 6.6 5.731126 0.988954305648804 0.5 1 -1 1
lala 25 0.0375 second second 16 1 691 6.6 5.5935 0.300056219100952 0.25 0 1 1
lala 8 0.3 first first 7 1 692 8 9.14 0.0556085109710693 -0.5 1 1 1
lala 17 0.075 second first 8 1 693 6.6 5.255999 4.67789268493652 -0.25 0 -1 0
lala 15 0.0375 first second 17 1 694 6.6 5.140501 0.666727781295776 0.25 1 -1 1
lala 27 0.0375 second first 30 1 695 8 5.701875 1.31118083000183 2 0 -1 0
lala 18 0.3 second first 23 1 696 8 5.240002 1.55562853813171 0.5 1 -1 0
lala 18 2.4 second second 11 1 697 8 9.665001 0.566726446151733 -0.25 1 1 0
lala 16 0.01875 second second 17 1 698 6.6 5.159251 0.544503927230835 0.25 1 1 0
lala 18 0.075 second second 8 1 699 6.6 5.330999 0.500058889389038 -0.25 0 1 0
lala 22 0.6 first first 2 1 700 8 6.105 0.61117148399353 -1 0 1 1
lala 19 0.001171875 first first 18 1 701 8 6.068673 1.48896098136902 0.25 0 1 1
lala 20 0.01875 second first 28 1 702 6.6 5.537251 0.277833700180054 2 0 -1 0
lala 26 0.01875 first second 21 1 704 6.6 5.749876 0.311167478561401 0.5 1 -1 1
lala 22 0.075 second second 27 1 706 8 5.315001 0.18894362449646 1 1 1 0
lala 23 0.0375 second first 27 1 707 8 5.277501 1.87785530090332 1 1 -1 0
lala 21 0.0375 first second 28 1 708 6.6 5.574751 2.26674938201904 2 0 -1 1
lala 24 0.075 second second 1 1 709 6.6 5.656126 5.22136688232422E-05 -1 1 1 1
lala 21 0.01875 second second 19 1 710 8 5.85875 0.311167478561401 0.25 1 1 1
lala 21 0.075 second first 14 1 711 8 5.298749 0.800062894821167 0 0 -1 1
lala 22 0.0375 second second 14 1 712 8 5.336249 1.48896098136902 0 0 1 1
lala 24 0.01875 first first 27 1 713 8 5.296251 0.911175489425659 1 1 1 1
lala 22 0.075 second first 28 1 714 6.6 5.649751 0.211166143417358 2 0 -1 1
lala 24 0.01875 second second 29 1 715 6.6 5.1405 0.222277402877808 2 1 1 0
lala 9 0.6 second second 7 1 716 8 8.54 5.22136688232422E-05 -0.5 1 1 0
lala 23 0.009375 first second 20 1 717 6.6 5.209125 1.22229075431824 0.5 0 -1 1
lala 22 0.01875 second second 19 1 718 8 5.84 1.94452285766602 0.25 1 1 1
lala 20 0.15 first second 13 1 719 6.6 5.403 0.433391332626343 0 1 -1 0
lala 19 0.0046875 second first 26 1 720 8 5.823751 0.255611181259155 1 0 -1 1
lala 19 0.3 second first 23 1 721 8 5.540002 0.255611181259155 0.5 1 -1 1
lala 20 0.00234375 second second 26 1 722 8 5.826095 0.788951635360718 1 0 1 0
lala 25 0.0375 first first 1 1 723 6.6 5.618626 0.688950300216675 -1 1 1 0
lala 22 0.6 second second 12 1 724 6.6 4.806 0.144498586654663 0 0 1 0
lala 27 0.0375 second second 21 1 725 6.6 5.787376 1.0556218624115 0.5 1 1 1
lala 20 0.0005859375 second first 18 1 726 8 6.068087 0.455613851547241 0.25 0 -1 1
lala 20 0.3 first first 25 1 727 6.6 6.677999 0.544503927230835 1 1 1 0
lala 25 0.009375 second second 27 1 728 8 5.286876 0.0333859920501709 1 1 1 1
lala 20 0.3 first first 23 1 729 8 5.840003 0.75561785697937 0.5 1 1 0
lala 21 0.3 first first 24 1 730 6.6 6.174749 0.422280073165894 1 0 1 1
lala 17 0.009375 second first 17 1 731 6.6 5.149876 0.400057554244995 0.25 1 -1 1
lala 26 0.01875 first second 16 1 732 6.6 5.57475 0.844507932662964 0.25 0 -1 1
lala 23 0.3 second first 2 1 733 8 5.804999 0.644505262374878 -1 0 -1 0
lala 24 0.15 first second 2 1 734 8 5.954999 1.13340067863464 -1 0 -1 1
lala 23 0.01875 second first 14 1 735 8 5.317499 0.922286748886108 0 0 -1 0
lala 18 0.0046875 first second 17 1 736 6.6 5.154563 3.00009250640869 0.25 1 -1 0
lala 25 0.15 second first 2 1 737 8 6.105 0.311167478561401 -1 0 -1 0
lala 19 0.0375 first second 8 1 738 6.6 5.293499 0.277833700180054 -0.25 0 -1 0
lala 26 0.009375 second first 27 1 739 8 5.277501 0.133387327194214 1 1 -1 0
lala 10 1.2 first first 7 1 740 8 7.34 0.222277402877808 -0.5 1 1 1
lala 27 0.0046875 second first 27 1 741 8 5.282188 0.411168813705444 1 1 -1 1
lala 21 0.15 first second 23 1 742 8 5.690002 0.3333899974823 0.5 1 -1 0
lala 23 0.01875 second second 19 1 743 8 5.82125 0.344501256942749 0.25 1 1 1
lala 11 2.4 first second 7 1 744 8 4.94 0.155609846115112 -0.5 1 -1 1
lala 12 1.2 second second 7 1 745 8 6.14 5.22136688232422E-05 -0.5 1 1 1
lala 26 0.0375 first first 1 1 746 6.6 5.581126 0.977843046188354 -1 1 1 1
lala 19 1.2 first first 11 1 747 8 8.465001 0.18894362449646 -0.25 1 1 1
lala 24 0.009375 first second 14 1 748 8 5.326874 0.366723775863647 0 0 -1 1
lala 24 0.009375 second second 20 1 749 6.6 5.2185 2.70008850097656 0.5 0 1 0
lala 23 0.3 first second 12 1 750 6.6 4.506 1.52229475975037 0 0 -1 1
lala 27 0.009375 second second 16 1 751 6.6 5.584125 3.6112117767334 0.25 0 1 0
lala 21 0.15 first second 13 1 752 6.6 5.553 0.922286748886108 0 1 -1 0
lala 25 0.009375 first second 29 1 753 6.6 5.131125 0.47783637046814 2 1 -1 0
lala 24 0.0375 second second 19 1 754 8 5.78375 0.155609846115112 0.25 1 1 1
lala 24 0.15 first second 12 1 755 6.6 4.656 0.0556085109710693 0 0 -1 1
lala 25 0.075 second second 19 1 756 8 5.70875 0.377835035324097 0.25 1 1 0
lala 13 0.6 first first 7 1 757 8 5.54 0.0444972515106201 -0.5 1 1 0
lala 26 0.0046875 second first 29 1 758 6.6 5.135812 0.400057554244995 2 1 -1 0
lala 22 0.15 first first 24 1 759 6.6 6.024749 0.288944959640503 1 0 1 1
lala 22 0.3 first first 13 1 760 6.6 5.853001 0.255611181259155 0 1 1 1
lala 20 1.2 second second 11 1 761 8 7.265001 0.366723775863647 -0.25 1 1 1
lala 23 0.15 second second 28 1 762 6.6 5.799751 2.05563545227051 2 0 1 0
lala 24 0.075 second second 28 1 763 6.6 5.724751 1.18895697593689 2 0 1 1
lala 25 0.0046875 first second 20 1 764 6.6 5.213812 0.566726446151733 0.5 0 -1 0
lala 26 0.15 second first 2 1 765 8 6.255 0.322278738021851 -1 0 -1 0
lala 20 0.01875 first first 8 1 766 6.6 5.312249 0.766729116439819 -0.25 0 1 0
lala 26 0.15 second second 19 1 767 8 5.55875 2.8223123550415 0.25 1 1 1
lala 21 0.009375 first second 8 1 768 6.6 5.302874 1.95563411712646 -0.25 0 -1 1
lala 21 0.0002929688 second second 18 1 769 8 6.068379 0.144498586654663 0.25 0 1 0
lala 14 0.6 first second 7 1 770 8 4.940001 0.122276067733765 -0.5 1 -1 1
lala 25 0.15 second first 12 1 771 6.6 4.806 0.211166143417358 0 0 -1 0
lala 23 0.15 first first 6 1 772 8 5.52375 0.18894362449646 -0.5 0 1 0
lala 22 0.075 second second 23 1 773 8 5.765002 138.097421169281 0.5 1 1 0
lala 21 1.2 first second 11 1 774 8 6.065001 0.733395338058472 -0.25 1 -1 0
lala 26 0.15 second second 12 1 775 6.6 4.956 0.222277402877808 0 0 1 0
lala 24 0.15 second first 6 1 776 8 5.37375 0.444502592086792 -0.5 0 -1 0
lala 25 0.075 second second 28 1 777 6.6 5.649751 0.155609846115112 2 0 1 1
lala 21 0.001171875 second first 26 1 778 8 5.824923 3.47787666320801 1 0 -1 0
lala 26 0.075 second second 28 1 779 6.6 5.574751 0.0333859920501709 2 0 1 1
lala 27 0.075 first first 12 1 780 6.6 4.881001 0.111164808273315 0 0 1 0
lala 26 0.0375 first first 9 1 781 6.6 5.890499 0.166721105575562 -0.25 1 1 0
lala 23 0.0375 first first 23 1 782 8 5.727502 0.0556085109710693 0.5 1 1 0
lala 27 0.15 second first 28 1 783 6.6 5.424751 0.988954305648804 2 0 -1 0
lala 27 0.0375 first first 9 1 784 6.6 5.852999 3.57787799835205 -0.25 1 1 1
lala 22 0.6 second second 11 1 785 8 6.665001 0.255611181259155 -0.25 1 1 1
lala 15 0.3 first first 7 1 786 8 5.240001 1.82229900360107 -0.5 1 1 0
lala 25 0.009375 first second 14 1 788 8 5.336249 0.344501256942749 0 0 -1 1
lala 27 0.3 second second 19 1 789 8 5.25875 0.111164808273315 0.25 1 1 0
lala 27 0.0046875 second second 29 1 790 6.6 5.1405 0.677839040756226 2 1 1 1
lala 25 0.075 second second 6 1 791 8 5.44875 1.41118216514587 -0.5 0 1 0
lala 23 0.15 first first 13 1 792 6.6 5.703001 0.988954305648804 0 1 1 0
lala 26 0.0375 first first 6 1 793 8 5.41125 1.0556218624115 -0.5 0 1 0
lala 22 0.0046875 first first 8 1 794 6.6 5.307561 0.744506597518921 -0.25 0 1 1
lala 27 0.3 second first 2 1 795 8 6.555 1.08895564079285 -1 0 -1 1
lala 24 0.0375 first second 23 1 796 8 5.690002 2.13341426849365 0.5 1 -1 1
lala 19 0.0046875 second second 17 1 797 6.6 5.15925 0.255611181259155 0.25 1 1 1
lala 27 0.0375 first first 1 1 798 6.6 5.543626 0.133387327194214 -1 1 1 1
lala 16 0.15 first first 7 1 799 8 5.090001 0.244499921798706 -0.5 1 1 0
lala 25 0.01875 first second 23 1 801 8 5.708753 0.088942289352417 0.5 1 -1 0
lala 26 0.009375 second first 14 1 803 8 5.345624 0.388946294784546 0 0 -1 1
lala 23 0.3 first second 11 1 804 8 6.365001 0.366723775863647 -0.25 1 -1 1
lala 20 0.00234375 second second 17 1 805 6.6 5.156907 0.944509267807007 0.25 1 1 0
lala 23 0.15 first first 24 1 807 6.6 5.874749 0.47783637046814 1 0 1 0
lala 26 0.01875 second first 23 1 808 8 5.727503 1.0333993434906 0.5 1 -1 0
lala 26 0.00234375 second second 20 1 809 6.6 5.216156 1.38895964622498 0.5 0 1 0
lala 27 0.0375 first second 6 1 810 8 5.37375 0.400057554244995 -0.5 0 -1 1
lala 27 0.001171875 second first 20 1 812 6.6 5.214984 2.46675205230713 0.5 0 -1 1
lala 24 0.15 second first 24 1 813 6.6 5.724749 0.588948965072632 1 0 -1 1
lala 25 0.075 first first 24 1 814 6.6 5.799749 0.255611181259155 1 0 1 0
lala 21 0.6 second second 25 1 815 6.6 6.077999 0.100053548812866 1 1 1 0
lala 21 0.00234375 second second 17 1 816 6.6 5.154563 0.322278738021851 0.25 1 1 1
lala 26 0.0375 second second 24 1 817 6.6 5.762249 0.500058889389038 1 0 1 0
lala 24 0.15 first first 13 1 819 6.6 5.553 0.966731786727905 0 1 1 0
lala 27 0.01875 second first 14 1 821 8 5.364375 1.67785263061523 0 0 -1 0
lala 25 0.15 first second 13 1 822 6.6 5.403 3.77788066864014 0 1 -1 0
lala 27 0.01875 second first 23 1 823 8 5.746253 1.32229208946228 0.5 1 -1 0
lala 26 0.075 first second 13 1 825 6.6 5.478 0.366723775863647 0 1 -1 0
lala 27 0.075 first first 13 1 827 6.6 5.553 0.566726446151733 0 1 1 0
lala 24 0.15 first first 11 1 828 8 6.515001 0.100053548812866 -0.25 1 1 0
lala 25 0.075 first first 11 1 829 8 6.440001 0.455613851547241 -0.25 1 1 1
lala 17 0.15 second first 7 1 831 8 4.940001 0.0556085109710693 -0.5 1 -1 1
lala 23 0.00234375 first second 8 1 832 6.6 5.305218 0.300056219100952 -0.25 0 -1 1
lala 26 0.075 second second 11 1 834 8 6.365002 1.26673579216003 -0.25 1 1 0
lala 24 0.001171875 first second 8 1 835 6.6 5.30639 1.12228941917419 -0.25 0 -1 1
lala 27 0.0375 first first 24 1 836 6.6 5.724749 0.155609846115112 1 0 1 0
lala 27 0.075 first first 11 1 837 8 6.290002 0.400057554244995 -0.25 1 1 1
lala 22 1.2 first second 25 1 839 6.6 4.877999 0.633394002914429 1 1 -1 0
lala 23 0.6 second second 25 1 841 6.6 5.477999 0.622282743453979 1 1 1 0
lala 18 0.075 first first 7 1 843 8 5.015 0.522281408309937 -0.5 1 1 0
lala 25 0.001171875 first second 8 1 844 6.6 5.307562 1.21117949485779 -0.25 0 -1 1
lala 19 0.0375 second first 7 1 845 8 4.9775 0.155609846115112 -0.5 1 -1 1
lala 20 0.01875 first second 7 1 846 8 4.996251 0.255611181259155 -0.5 1 -1 1
lala 21 0.01875 second second 7 1 848 8 5.015001 0.255611181259155 -0.5 1 1 0
lala 24 0.3 first first 25 1 849 6.6 5.177999 1.62229633331299 1 1 1 1
lala 22 0.009375 second first 7 1 850 8 5.005626 5.22136688232422E-05 -0.5 1 -1 0
lala 23 0.0046875 second second 7 1 851 8 5.010313 0.377835035324097 -0.5 1 1 1
lala 24 0.00234375 first first 7 1 853 8 5.007969 0.500058889389038 -0.5 1 1 0
lala 25 0.3 second second 25 1 854 6.6 4.877999 4.07788467407227 1 1 1 1
lala 26 0.3 first second 25 1 855 6.6 4.577999 8.27794122695923 1 1 -1 1
lala 25 0.00234375 second first 7 1 857 8 5.005626 0.0111634731292725 -0.5 1 -1 0
lala 27 0.15 second first 25 1 859 6.6 4.727999 0.100053548812866 1 1 -1 0
lala 26 0.001171875 second second 7 1 862 8 5.006798 0.144498586654663 -0.5 1 1 1
