subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 11 0.15 second first 7 1 220 8 7.040001 -2.40000009536743 -0.25 1 -1
lala 5 2.4 first first 11 1 221 -6.6 -5.178 0.979997396469116 0 1 1
lala 15 0.075 first first 10 1 222 -6.6 -4.131 1.79999685287476 0 0 1
lala 6 1.2 first second 8 1 223 -8 -2.880001 1.59999680519104 0 0 -1
lala 10 0.3 first second 12 1 224 6.6 6.455999 2.53999614715576 0 0 -1
lala 15 0.15 first first 14 1 225 8 4.530001 3.59999513626099 0 0 1
lala 6 4.8 first first 11 1 226 -6.6 -0.3779998 0.739997625350952 0 1 1
lala 4 1.2 first first 3 1 227 -6.6 -7.578 1.13999724388123 -0.25 1 1
lala 5 0.6 first second 15 1 228 8 13.64 1.0999972820282 0 1 -1
lala 5 0.6 second second 3 1 229 -6.6 -6.978 -2.40000009536743 -0.25 1 1
lala 14 4.8 second second 18 1 230 -6.6 -15.156 -2.40000009536743 0.25 0 1
lala 10 1.2 second first 21 1 231 6.6 3.378 0.719997644424438 0.25 1 -1
lala 15 2.4 first first 18 1 232 -6.6 -12.756 0.499997854232788 0.25 0 1
lala 6 0.6 first second 3 1 233 -6.6 -6.378 5.87999963760376 -0.25 1 -1
lala 16 2.4 first first 18 1 234 -6.6 -10.356 0.719997644424438 0.25 0 1
lala 11 1.2 first first 21 1 235 6.6 4.578 0.959997415542603 0.25 1 1
lala 8 0.15 first second 4 1 236 6.6 4.956 1.37999701499939 -0.25 0 -1
lala 16 0.15 first first 14 1 237 8 4.380001 1.23999714851379 0 0 1
lala 11 0.15 second first 12 1 238 6.6 6.605999 -2.40000009536743 0 0 -1
lala 11 0.3 first first 23 1 239 8 7.94 0.859997510910034 0.25 1 1
lala 9 4.8 first first 2 1 240 -6.6 -16.356 0.479997873306274 -0.25 0 1
lala 9 1.2 first second 20 1 241 6.6 5.556 1.29999709129334 0.25 0 -1
lala 12 0.6 second second 21 1 242 6.6 3.978 -2.40000009536743 0.25 1 1
lala 4 1.2 first second 22 1 243 8 1.68 1.3999969959259 0.25 0 -1
lala 18 0.15 first second 17 1 244 -8 -6.177501 1.61999702453613 0.25 1 -1
lala 13 0.075 first second 13 1 245 6.6 4.953001 6.72001886367798 0 1 -1
lala 16 0.0375 second first 10 1 246 -6.6 -4.0935 0.779997587203979 0 0 -1
lala 9 0.075 first second 4 1 247 6.6 5.031 0.779997587203979 -0.25 0 -1
lala 12 2.4 first first 9 1 248 -8 -3.74 0.579997777938843 0 1 1
lala 12 0.15 second first 12 1 249 6.6 6.756 3.51999521255493 0 0 -1
lala 5 0.6 second first 22 1 250 8 2.28 -2.40000009536743 0.25 0 -1
lala 10 2.4 first first 20 1 251 6.6 7.956 1.15999722480774 0.25 0 1
lala 11 0.0375 first first 0 1 252 -8 -5.767499 1.49999690055847 -0.25 0 1
lala 12 0.3 first second 23 1 253 8 7.639999 0.779997587203979 0.25 1 -1
lala 13 4.8 first first 9 1 254 -8 1.06 0.799997568130493 0 1 1
lala 14 0.075 first first 13 1 255 6.6 5.028 2.11999654769897 0 1 1
lala 11 1.2 second second 20 1 256 6.6 6.756 0.839997529983521 0.25 0 1
