subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 8 1.2 second second 17 1 131 -8 -8.240001 0.179998159408569 0.2 1 1
lala 4 1.2 second second 12 1 132 6.6 5.556 0.639997720718384 0 0 1
lala 4 1.2 second second 14 1 133 8 6.48 0.279998064041138 0 0 1
lala 9 0.3 first first 19 1 134 -6.6 -6.078 2.33999633789063 0.2 1 1
lala 6 0.6 second second 0 1 135 -8 -5.280001 0.579997777938843 -0.2 0 1
lala 11 0.15 first second 4 1 136 6.6 5.405999 1.51999688148499 -0.2 0 -1
lala 6 1.2 first first 15 1 137 8 5.840001 0.819997549057007 0 1 1
lala 5 2.4 second first 7 1 138 8 4.640001 0.39999794960022 -0.2 1 -1
lala 7 0.3 second first 0 1 139 -8 -4.98 0.379997968673706 -0.2 0 -1
lala 3 1.2 second second 21 1 140 6.6 6.378 0.519997835159302 0.2 1 1
lala 9 0.6 first first 17 1 141 -8 -7.640001 0.459997892379761 0.2 1 1
lala 7 0.6 first first 15 1 142 8 5.240001 0.519997835159302 0 1 1
lala 5 2.4 first second 5 1 143 6.6 2.778 1.21999716758728 -0.2 1 -1
lala 10 0.6 second first 11 1 144 -6.6 -4.578 0.299998044967651 0 1 -1
lala 8 0.3 first second 18 1 145 -6.6 -5.856 1.75999689102173 0.2 0 -1
lala 7 0.6 second second 6 1 146 8 6.48 0.499997854232788 -0.2 0 1
lala 12 0.15 first first 4 1 147 6.6 5.555999 1.07999730110168 -0.2 0 1
lala 7 1.2 second first 16 1 148 -8 -4.080001 0.139998197555542 0.2 0 -1
lala 13 0.075 first first 4 1 149 6.6 5.480999 0.879997491836548 -0.2 0 1
lala 14 0.075 first second 4 1 150 6.6 5.406 0.359997987747192 -0.2 0 -1
lala 13 0.075 second second 20 1 151 6.6 5.106 0.279998064041138 0.2 0 1
lala 6 1.2 first second 3 1 152 -6.6 -3.978 0.899997472763062 -0.2 1 -1
lala 4 1.2 first first 21 1 153 6.6 5.178 1.65999698638916 0.2 1 1
lala 5 0.6 second first 12 1 154 6.6 4.956 0.659997701644897 0 0 -1
lala 5 1.2 second second 14 1 155 8 5.280001 1.97999668121338 0 0 1
lala 6 1.2 first second 5 1 156 6.6 3.978 1.21999716758728 -0.2 1 -1
lala 10 0.6 first second 19 1 157 -6.6 -5.478 0.759997606277466 0.2 1 -1
lala 8 0.6 first second 15 1 158 8 4.640001 0.379997968673706 0 1 -1
lala 5 2.4 second first 21 1 159 6.6 2.778 0.579997777938843 0.2 1 -1
lala 8 0.6 first second 6 1 160 8 5.880001 0.699997663497925 -0.2 0 -1
lala 4 1.2 first first 1 1 161 -8 -7.040001 0.539997816085815 -0.2 1 1
lala 5 0.6 second first 8 1 162 -8 -5.880001 0.319998025894165 0 0 -1
lala 6 0.3 second first 8 1 163 -8 -6.180001 0.519997835159302 0 0 -1
lala 6 0.3 first first 12 1 164 6.6 5.256 0.979997396469116 0 0 1
lala 9 0.3 first second 15 1 165 8 4.940001 1.13999724388123 0 1 -1
lala 5 2.4 first second 1 1 166 -8 -4.640001 0.459997892379761 -0.2 1 -1
lala 6 1.2 second first 21 1 167 6.6 3.978 0.339998006820679 0.2 1 -1
lala 9 0.6 first first 18 1 168 -6.6 -6.456 0.39999794960022 0.2 0 1
lala 7 0.3 first second 22 1 169 8 4.98 0.719997644424438 0.2 0 -1
lala 7 1.2 second second 3 1 170 -6.6 -5.178 0.23999810218811 -0.2 1 1
lala 6 1.2 second second 1 1 171 -8 -5.840001 1.17999720573425 -0.2 1 1
lala 7 1.2 second second 21 1 172 6.6 5.178 0.599997758865356 0.2 1 1
lala 10 0.6 first first 17 1 173 -8 -7.040001 0.519997835159302 0.2 1 1
lala 8 0.15 first second 22 1 174 8 5.130001 0.379997968673706 0.2 0 -1
lala 6 2.4 second first 14 1 175 8 2.880001 0.379997968673706 0 0 -1
lala 7 0.15 second second 12 1 176 6.6 5.106 1.23999714851379 0 0 1
lala 14 0.0375 first first 20 1 177 6.6 5.0685 0.379997968673706 0.2 0 1
lala 10 0.3 second second 15 1 178 8 5.240002 0.259998083114624 0 1 1
lala 15 0.0375 first first 4 1 179 6.6 5.4435 0.419997930526733 -0.2 0 1
lala 7 1.2 first first 14 1 180 8 4.080001 0.639997720718384 0 0 1
lala 11 0.3 second first 19 1 181 -6.6 -5.778 0.359997987747192 0.2 1 -1
lala 12 0.3 first second 19 1 182 -6.6 -6.078 0.859997510910034 0.2 1 -1
lala 10 0.3 second first 18 1 183 -6.6 -6.156 0.559997797012329 0.2 0 -1
lala 8 0.6 second second 21 1 184 6.6 4.578001 0.39999794960022 0.2 1 1
lala 9 0.6 first first 21 1 185 6.6 3.978001 0.419997930526733 0.2 1 1
lala 11 0.6 first first 17 1 186 -8 -6.440001 0.939997434616089 0.2 1 1
lala 9 0.3 first first 6 1 187 8 6.180001 0.519997835159302 -0.2 0 1
lala 10 0.6 second first 21 1 188 6.6 3.378001 0.519997835159302 0.2 1 -1
lala 6 0.3 first first 10 1 189 -6.6 -5.855999 0.639997720718384 0 0 1
lala 7 0.3 second second 8 1 190 -8 -6.480001 0.259998083114624 0 0 1
lala 8 0.15 first first 12 1 191 6.6 4.956 0.639997720718384 0 0 1
lala 13 0.3 second second 19 1 192 -6.6 -6.378 0.559997797012329 0.2 1 1
lala 5 2.4 second first 9 1 193 -8 -4.640001 0.23999810218811 0 1 -1
lala 8 0.15 first second 0 1 194 -8 -5.130001 0.879997491836548 -0.2 0 -1
lala 3 1.2 first first 13 1 195 6.6 6.378 0.39999794960022 0 1 1
lala 5 2.4 first second 23 1 196 8 4.640001 0.499997854232788 0.2 1 -1
lala 7 0.3 first second 2 1 197 -6.6 -4.656 0.899997472763062 -0.2 0 -1
lala 9 0.15 first second 0 1 198 -8 -5.280001 0.61999773979187 -0.2 0 -1
lala 8 0.6 first first 3 1 199 -6.6 -4.578001 1.99999666213989 -0.2 1 1
lala 9 0.6 second first 3 1 200 -6.6 -3.978001 0.159998178482056 -0.2 1 -1
lala 4 1.2 first first 13 1 201 6.6 5.178 0.299998044967651 0 1 1
lala 11 0.15 second first 15 1 202 8 5.090002 0.339998006820679 0 1 -1
lala 6 1.2 first first 7 1 203 8 5.840001 0.799997568130493 -0.2 1 1
lala 7 0.3 first first 10 1 204 -6.6 -5.555999 0.379997968673706 0 0 1
lala 7 0.6 second second 7 1 205 8 5.240001 0.159998178482056 -0.2 1 1
lala 7 0.6 second second 1 1 206 -8 -5.240001 0.379997968673706 -0.2 1 1
lala 12 1.2 first second 17 1 207 -8 -5.240001 0.299998044967651 0.2 1 -1
lala 9 0.15 second second 22 1 208 8 5.280001 0.219998121261597 0.2 0 1
lala 8 0.15 first first 8 1 209 -8 -6.330001 0.339998006820679 0 0 1
lala 10 0.15 first first 6 1 210 8 6.030001 0.339998006820679 -0.2 0 1
lala 9 0.15 first first 8 1 211 -8 -6.180001 0.379997968673706 0 0 1
lala 10 0.15 second second 0 1 212 -8 -5.430001 0.299998044967651 -0.2 0 1
lala 9 0.15 first second 12 1 213 6.6 4.806 0.299998044967651 0 0 -1
lala 8 0.15 second second 2 1 214 -6.6 -4.806 0.179998159408569 -0.2 0 1
lala 6 1.2 second second 9 1 215 -8 -5.840001 0.339998006820679 0 1 1
lala 11 0.3 second first 21 1 216 6.6 3.678001 0.879997491836548 0.2 1 -1
lala 11 0.15 first second 6 1 217 8 5.880001 0.479997873306274 -0.2 0 -1
lala 8 0.6 second first 7 1 218 8 4.640001 0.639997720718384 -0.2 1 -1
lala 7 0.6 first second 9 1 219 -8 -5.240001 0.539997816085815 0 1 -1
lala 12 0.075 first first 6 1 220 8 5.955 0.499997854232788 -0.2 0 1
lala 15 0.0375 second second 20 1 221 6.6 5.031 0.199998140335083 0.2 0 1
lala 8 0.3 first second 9 1 222 -8 -5.540001 0.379997968673706 0 1 -1
lala 10 0.3 second first 3 1 223 -6.6 -4.278001 0.579997777938843 -0.2 1 -1
lala 9 0.075 first first 2 1 224 -6.6 -4.731 0.839997529983521 -0.2 0 1
lala 11 0.15 first first 18 1 225 -6.6 -6.306 0.479997873306274 0.2 0 1
lala 8 0.6 first second 14 1 226 8 3.480001 0.279998064041138 0 0 -1
