subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 9 0.6 first second 0 1 118 -8 -4.98 1.91999673843384 -0.25 0 -1
lala 5 0.6 first first 8 1 119 -8 -4.680001 5.69999551773071 0 0 1
lala 7 0.3 first first 22 1 120 8 6.48 1.8599967956543 0.25 0 1
lala 3 1.2 first first 14 1 121 8 5.28 1.81999683380127 0 0 1
lala 11 0.075 first first 9 1 122 -8 -8.465 3.7599949836731 0 1 1
lala 4 1.2 first second 14 1 123 8 4.08 1.33999705314636 0 0 -1
lala 6 0.6 first second 3 1 124 -6.6 -6.978 0.859997510910034 -0.25 1 -1
lala 5 0.6 first first 14 1 125 8 4.68 0.719997644424438 0 0 1
lala 9 0.6 first first 15 1 126 8 6.14 0.879997491836548 0 1 1
lala 4 1.2 first first 13 1 127 6.6 5.178 1.37999701499939 0 1 1
lala 3 1.2 first first 10 1 128 -6.6 -4.356 0.539997816085815 0 0 1
lala 6 4.8 first second 11 1 129 -6.6 2.022 0.819997549057007 0 1 -1
lala 7 2.4 first second 11 1 130 -6.6 -0.3780003 1.47999691963196 0 1 -1
lala 6 0.3 first first 8 1 131 -8 -4.380001 2.31999635696411 0 0 1
lala 10 1.2 first second 15 1 132 8 4.940001 1.07999730110168 0 1 -1
lala 7 1.2 first first 21 1 133 6.6 5.178 0.659997701644897 0.25 1 1
lala 8 0.15 first second 22 1 134 8 6.33 1.59999680519104 0.25 0 -1
lala 5 0.6 first first 1 1 135 -8 -10.04 1.69999694824219 -0.25 1 1
lala 5 1.2 first first 4 1 136 6.6 1.956 1.13999724388123 -0.25 0 1
lala 10 1.2 second second 0 1 137 -8 -6.18 1.45999693870544 -0.25 0 1
lala 12 0.075 first first 9 1 138 -8 -8.39 0.539997816085815 0 1 1
lala 2 1.2 first first 18 1 139 -6.6 -3.156 1.93999671936035 0.25 0 1
lala 3 1.2 first second 18 1 140 -6.6 -1.956 0.759997606277466 0.25 0 -1
lala 5 2.4 first first 13 1 141 6.6 2.778 0.739997625350952 0 1 1
lala 6 0.3 first second 14 1 142 8 4.38 0.61999773979187 0 0 -1
lala 8 0.6 first first 21 1 143 6.6 4.578001 0.579997777938843 0.25 1 1
lala 11 0.6 first first 15 1 144 8 5.54 0.779997587203979 0 1 1
lala 4 1.2 first second 18 1 145 -6.6 -3.156 1.41999697685242 0.25 0 -1
lala 6 0.3 first second 7 1 146 8 11.54 3.05999565124512 -0.25 1 -1
lala 3 1.2 first first 20 1 147 6.6 6.756 2.09999656677246 0.25 0 1
lala 4 1.2 first first 2 1 148 -6.6 -7.955999 3.07999563217163 -0.25 0 1
lala 6 4.8 first first 13 1 149 6.6 -2.022 1.93999671936035 0 1 1
lala 6 2.4 first first 4 1 150 6.6 -0.4440002 4.4999942779541 -0.25 0 1
