subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Response_MotionEstimation
lala 35 0.0046875 second second 5 1 940 6.6 6.297188 0.23999810218811 -0.25 1
lala 36 0.00234375 first second 5 1 941 6.6 6.294845 0.499997854232788 -0.25 -1
lala 36 0.15 second second 22 1 942 8 5.689063 0.259998083114624 0.25 1
lala 45 0.00234375 second first 10 1 942 -6.6 -5.843436 0.279998064041138 0 -1
lala 46 0.00234375 second second 10 1 942 -6.6 -5.84578 0.459997892379761 0 1
lala 41 0.01875 second first 2 1 943 -6.6 -5.981718 1.21999716758728 -0.25 -1
lala 46 0.0375 second second 4 1 943 6.6 6.565312 0.419997930526733 -0.25 1
lala 47 9.155274E-06 second second 13 1 943 6.6 5.391284 0.679997682571411 0 1
lala 36 1.831055E-05 second first 0 1 944 -8 -6.398103 0.61999773979187 -0.25 -1
lala 40 0.01875 second first 19 1 945 -6.6 -6.498749 1.93999671936035 0.25 -1
lala 47 1.430512E-07 second second 15 1 945 8 6.526123 0.23999810218811 0 1
lala 44 2.861023E-07 second second 18 1 945 -6.6 -6.318544 0.0599982738494873 0.25 1
lala 37 9.155274E-06 second first 0 1 946 -8 -6.398112 0.479997873306274 -0.25 -1
lala 45 0.01875 second first 1 1 946 -8 -6.409764 0.219998121261597 -0.25 -1
lala 41 3.66211E-05 first second 21 1 947 6.6 5.776949 0.299998044967651 0.25 -1
lala 31 0.0375 first first 7 1 948 8 6.462501 0.459997892379761 -0.25 1
lala 41 0.009375 second second 19 1 949 -6.6 -6.508124 0.199998140335083 0.25 1
lala 42 0.009375 second first 2 1 949 -6.6 -5.991093 2.13999652862549 -0.25 -1
lala 43 0.0002929688 second first 14 1 949 8 5.830567 0.419997930526733 0 -1
lala 40 0.0046875 second second 3 1 950 -6.6 -6.192451 0.279998064041138 -0.25 1
lala 37 0.075 first second 22 1 951 8 5.614063 0.419997930526733 0.25 -1
lala 42 0.0046875 second second 19 1 951 -6.6 -6.503437 0.219998121261597 0.25 1
lala 44 0.0002929688 second first 14 1 951 8 5.83086 0.139998197555542 0 -1
lala 45 0.0002929688 first second 14 1 951 8 5.831153 0.219998121261597 0 -1
lala 41 0.0046875 second first 3 1 952 -6.6 -6.187764 0.0399982929229736 -0.25 -1
lala 50 1.144409E-06 second second 12 1 952 6.6 5.09807 0.199998140335083 0 1
lala 47 0.001171875 second first 10 1 952 -6.6 -5.844608 1.35999703407288 0 -1
lala 41 0.0002929688 second second 16 1 953 -8 -7.265528 0.599997758865356 0.25 1
lala 46 3.66211E-05 second second 17 1 953 -8 -6.29518 0.599997758865356 0.25 1
lala 46 2.288818E-06 first second 11 1 953 -6.6 -5.956344 0.639997720718384 0 -1
lala 51 1.144409E-06 first first 12 1 953 6.6 5.098069 0.439997911453247 0 1
lala 48 4.577637E-06 second second 13 1 953 6.6 5.391279 0.179998159408569 0 1
lala 46 0.0005859375 first second 14 1 953 8 5.831739 0.339998006820679 0 -1
lala 36 0.0375 second first 8 1 954 -8 -6.36875 0.159998178482056 0 -1
lala 49 4.577637E-06 first first 13 1 954 6.6 5.391274 1.23999714851379 0 1
lala 40 0.075 second first 6 1 955 8 6.484472 0.779997587203979 -0.25 -1
lala 32 0.01875 second first 7 1 956 8 6.443751 0.299998044967651 -0.25 -1
lala 48 3.66211E-05 first first 9 1 956 -8 -5.842871 0.699997663497925 0 1
lala 42 1.831055E-05 second first 21 1 956 6.6 5.776967 0.339998006820679 0.25 -1
lala 43 0.009375 second second 2 1 956 -6.6 -6.000468 2.17999649047852 -0.25 1
lala 43 0.0046875 second first 19 1 956 -6.6 -6.498749 0.479997873306274 0.25 -1
lala 47 0.01875 second second 4 1 956 6.6 6.546562 0.279998064041138 -0.25 1
lala 37 0.0375 second first 8 1 957 -8 -6.40625 1.29999709129334 0 -1
lala 43 9.155274E-06 second second 23 1 957 8 6.214512 0.899997472763062 0.25 1
lala 46 0.01875 second second 1 1 957 -8 -6.428514 0.939997434616089 -0.25 1
lala 48 0.0005859375 second first 10 1 957 -6.6 -5.845194 0.23999810218811 0 -1
lala 52 1.144409E-06 second second 12 1 957 6.6 5.098068 0.219998121261597 0 1
lala 41 0.075 second second 6 1 958 8 6.559472 1.07999730110168 -0.25 1
lala 38 0.0375 first first 22 1 959 8 5.651563 2.07999658584595 0.25 1
